OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,TotalCost,Discount,TotalSales,Tax,ShippingCost,TotalExpenses,TotalProfit,PaymentMethod,OrderStatus,City,State_Name,Country,SellerID
ORD0000027,16-03-2022,CUST043777,Vikas Kapoor,P00036,Smart Light Bulb,Toys & Games,UrbanStyle,3,569.69,1709.07,25%,1281.80,153.82,14.27,168.09,1113.71,Credit Card,Delivered,San Francisco,California,United States,SELL01129
ORD0000028,20-01-2021,CUST037985,Rohit Verma,P00019,LED Desk Lamp,Books,HomeEase,3,138.33,414.99,0%,414.99,49.80,3.37,53.17,361.82,Debit Card,Delivered,San Antonio,Texas,United Kingdom,SELL01796
ORD0000029,30-04-2023,CUST000721,Vivaan Kumar,P00036,Smart Light Bulb,Electronics,Zenith,3,381.45,1144.35,0%,1144.35,205.98,8.99,214.97,929.38,Credit Card,Delivered,Denver,Colorado,United States,SELL01715
ORD0000030,13-08-2022,CUST008013,Priya Verma,P00045,Phone Tripod,Toys & Games,ReadMore,5,199.99,999.95,0%,999.95,179.99,5.19,185.18,814.77,UPI,Delivered,Phoenix,Arizona,United States,SELL00874
ORD0000031,03-10-2020,CUST018693,Sneha Verma,P00046,Car Charger,Books,Apex,2,269.80,539.60,0%,539.60,97.13,1.49,98.62,440.98,Debit Card,Delivered,Charlotte,North Carolina,United Kingdom,SELL01318
ORD0000032,30-03-2023,CUST044089,Sunita Gupta,P00006,Gaming Mouse,Sports & Outdoors,FitLife,4,126.50,506.00,10%,455.40,22.77,7.01,29.78,425.62,Credit Card,Shipped,Houston,Texas,India,SELL00384
ORD0000033,04-04-2021,CUST011946,Simran Patel,P00047,Memory Card 128GB,Electronics,CoreTech,2,151.95,303.90,5%,288.71,14.44,3.50,17.94,270.77,Credit Card,Delivered,Washington,District of Columbia,United States,SELL01798
ORD0000034,30-08-2023,CUST049225,Mohit Patel,P00046,Car Charger,Clothing,HomeEase,1,218.74,218.74,0%,218.74,10.94,12.22,23.16,195.58,Credit Card,Delivered,Austin,Texas,United States,SELL00219
ORD0000035,22-01-2020,CUST048518,Vikas Kumar,P00021,Backpack,Sports & Outdoors,BrightLux,5,294.80,1474.00,10%,1326.60,159.19,4.08,163.27,1163.33,Credit Card,Shipped,Fort Worth,Texas,United States,SELL01619
ORD0000036,09-09-2020,CUST047957,Pooja Verma,P00033,Puzzle 1000pc,Books,BrightLux,1,357.76,357.76,25%,268.32,0.00,6.76,6.76,261.56,Amazon Pay,Delivered,Columbus,Ohio,United Kingdom,SELL01592
ORD0000037,17-01-2022,CUST043577,Kabir Singh,P00032,Board Game,Electronics,CoreTech,5,448.89,2244.45,0%,2244.45,179.56,3.30,182.86,2061.59,Credit Card,Delivered,Phoenix,Arizona,United States,SELL00755
ORD0000038,06-05-2022,CUST029566,Sahil Kumar,P00015,Instant Pot,Electronics,ReadMore,4,300.89,1203.56,0%,1203.56,144.43,0.43,144.86,1058.70,Credit Card,Delivered,Fort Worth,Texas,United States,SELL01262
ORD0000039,03-05-2024,CUST004199,Mohit Joshi,P00040,Microphone,Home & Kitchen,FitLife,5,512.88,2564.40,25%,1923.30,96.17,11.33,107.50,1815.80,Amazon Pay,Delivered,San Antonio,Texas,United Kingdom,SELL00566
ORD0000040,19-04-2021,CUST042096,Sunita Gupta,P00010,Smartwatch,Books,HomeEase,2,81.82,163.64,10%,147.28,7.36,4.47,11.83,135.45,Credit Card,Delivered,Jacksonville,Florida,United States,SELL01049
ORD0000041,18-12-2022,CUST017203,Sahil Kumar,P00035,Desk Plant,Sports & Outdoors,Zenith,3,215.90,647.70,0%,647.70,77.72,8.45,86.17,561.53,UPI,Delivered,Chicago,Illinois,United States,SELL00369
ORD0000042,25-05-2021,CUST046853,Anjali Sharma,P00022,Water Bottle,Books,HomeEase,5,574.28,2871.40,10%,2584.26,129.21,2.23,131.44,2452.82,Debit Card,Delivered,San Antonio,Texas,United States,SELL01983
ORD0000043,01-09-2024,CUST020850,Sneha Sharma,P00031,Kids Toy Car,Home & Kitchen,FitLife,4,109.59,438.36,0%,438.36,35.07,7.59,42.66,395.70,Amazon Pay,Delivered,San Diego,California,India,SELL00959
ORD0000044,08-02-2024,CUST039744,Anjali Mehta,P00025,Running Shoes,Toys & Games,HomeEase,3,88.46,265.38,15%,225.57,40.60,2.73,43.33,182.24,Credit Card,Cancelled,San Antonio,Texas,United States,SELL00076
ORD0000045,30-11-2021,CUST017434,Pooja Verma,P00035,Desk Plant,Electronics,Apex,4,395.64,1582.56,5%,1503.43,120.27,3.89,124.16,1379.27,Debit Card,Delivered,Houston,Texas,United States,SELL00898
ORD0000046,02-09-2022,CUST045893,Rohit Kapoor,P00009,Portable SSD 1TB,Toys & Games,HomeEase,2,449.14,898.28,5%,853.37,0.00,5.62,5.62,847.75,Debit Card,Delivered,New York,New York,United States,SELL00181
ORD0000047,11-12-2024,CUST033696,Anjali Kumar,P00039,Graphic Tablet,Electronics,CoreTech,4,121.45,485.80,0%,485.80,0.00,3.75,3.75,482.05,UPI,Delivered,Austin,Texas,United States,SELL01805
ORD0000048,08-07-2020,CUST032008,Neha Mehta,P00030,Dress Shirt,Toys & Games,FitLife,2,140.89,281.78,5%,267.69,21.42,0.48,21.90,245.79,Debit Card,Delivered,San Diego,California,Australia,SELL00438
ORD0000049,15-08-2022,CUST011785,Simran Singh,P00014,Drone Mini,Books,ReadMore,3,249.84,749.52,20%,599.62,47.97,3.26,51.23,548.39,Debit Card,Delivered,San Antonio,Texas,Australia,SELL01660
ORD0000050,17-11-2021,CUST001846,Pooja Singh,P00012,Noise Cancelling Headphones,Books,KiddoFun,3,482.37,1447.11,15%,1230.04,61.50,8.73,70.23,1159.81,Net Banking,Delivered,San Jose,California,India,SELL01908
ORD0000051,15-08-2022,CUST048348,Sneha Reddy,P00047,Memory Card 128GB,Books,FitLife,3,244.83,734.49,25%,550.87,0.00,8.07,8.07,542.80,Cash on Delivery,Delivered,San Jose,California,Australia,SELL00078
ORD0000052,16-07-2021,CUST027076,Sahil Gupta,P00039,Graphic Tablet,Electronics,UrbanStyle,4,353.85,1415.40,5%,1344.63,67.23,6.09,73.32,1271.31,Debit Card,Delivered,Columbus,Ohio,United States,SELL00659
ORD0000053,09-05-2024,CUST012995,Ritika Mehta,P00050,Novel Bestseller,Electronics,NexPro,3,324.76,974.28,30%,682.00,34.10,0.75,34.85,647.15,Debit Card,Shipped,Seattle,Washington,United States,SELL00962
ORD0000054,21-06-2023,CUST030633,Ritika Mehta,P00049,Children's Book,Sports & Outdoors,FitLife,1,491.78,491.78,10%,442.60,53.11,5.14,58.25,384.35,Amazon Pay,Delivered,Charlotte,North Carolina,India,SELL01002
ORD0000055,11-04-2022,CUST013482,Vikas Kumar,P00044,Power Bank 20000mAh,Electronics,NexPro,4,549.22,2196.88,5%,2087.04,104.35,8.22,112.57,1974.47,UPI,Delivered,Chicago,Illinois,United States,SELL01805
ORD0000056,08-03-2024,CUST030091,Arjun Reddy,P00044,Power Bank 20000mAh,Home & Kitchen,Apex,4,364.08,1456.32,25%,1092.24,131.07,12.95,144.02,948.22,Credit Card,Pending,Chicago,Illinois,United States,SELL01113
ORD0000057,28-02-2023,CUST031856,Neha Verma,P00022,Water Bottle,Sports & Outdoors,HomeEase,2,509.59,1019.18,0%,1019.18,183.45,3.79,187.24,831.94,Credit Card,Shipped,San Jose,California,United States,SELL00723
ORD0000058,17-02-2024,CUST040925,Vivaan Verma,P00005,Laptop Sleeve,Clothing,UrbanStyle,5,182.55,912.75,0%,912.75,45.64,12.08,57.72,855.03,UPI,Delivered,San Diego,California,Canada,SELL01920
ORD0000059,08-10-2021,CUST031615,Arjun Singh,P00016,Air Fryer,Toys & Games,Apex,3,184.70,554.10,30%,387.87,46.54,7.98,54.52,333.35,Debit Card,Delivered,Dallas,Texas,United States,SELL00280
ORD0000060,21-01-2020,CUST018312,Karan Kapoor,P00027,Winter Jacket,Electronics,NexPro,2,439.80,879.60,0%,879.60,43.98,7.55,51.53,828.07,Amazon Pay,Delivered,Jacksonville,Florida,India,SELL00446
ORD0000061,20-04-2022,CUST017070,Aditya Mehta,P00037,Router,Books,BrightLux,4,593.02,2372.08,5%,2253.48,405.63,9.18,414.81,1838.67,UPI,Shipped,Austin,Texas,India,SELL00106
ORD0000062,15-06-2020,CUST026591,Sunita Kapoor,P00025,Running Shoes,Home & Kitchen,ReadMore,3,131.36,394.08,0%,394.08,70.93,7.25,78.18,315.90,UPI,Delivered,Charlotte,North Carolina,Canada,SELL00247
ORD0000063,21-07-2023,CUST006724,Simran Reddy,P00004,USB-C Charger,Toys & Games,HomeEase,3,71.26,213.78,10%,192.40,23.09,11.28,34.37,158.03,Credit Card,Returned,Fort Worth,Texas,United States,SELL00011
ORD0000064,22-01-2021,CUST026258,Pooja Reddy,P00037,Router,Books,CoreTech,5,107.11,535.55,5%,508.77,25.44,12.92,38.36,470.41,UPI,Delivered,Chicago,Illinois,United States,SELL01006
ORD0000065,23-08-2021,CUST000139,Aarav Verma,P00039,Graphic Tablet,Toys & Games,Zenith,5,417.28,2086.40,15%,1773.44,88.67,9.65,98.32,1675.12,Amazon Pay,Returned,Los Angeles,California,India,SELL01242
ORD0000066,11-11-2020,CUST038107,Sahil Gupta,P00037,Router,Books,FitLife,2,559.03,1118.06,10%,1006.25,50.31,11.62,61.93,944.32,Amazon Pay,Delivered,Indianapolis,Indiana,United States,SELL01704
ORD0000067,14-01-2020,CUST015763,Anjali Verma,P00046,Car Charger,Home & Kitchen,BrightLux,4,203.84,815.36,10%,733.82,36.69,13.68,50.37,683.45,Net Banking,Delivered,Charlotte,North Carolina,India,SELL01548
ORD0000068,29-08-2020,CUST041458,Priya Mehta,P00008,4K Monitor,Clothing,Zenith,4,129.90,519.60,5%,493.62,59.23,9.13,68.36,425.26,Net Banking,Delivered,Indianapolis,Indiana,United States,SELL00532
ORD0000069,15-02-2022,CUST033817,Mohit Joshi,P00050,Novel Bestseller,Books,NexPro,5,105.16,525.80,0%,525.80,26.29,13.29,39.58,486.22,UPI,Delivered,Columbus,Ohio,United States,SELL01811
ORD0000070,01-10-2023,CUST041366,Aarav Gupta,P00041,Webcam Full HD,Electronics,BrightLux,1,82.79,82.79,0%,82.79,6.62,8.76,15.38,67.41,Debit Card,Delivered,Denver,Colorado,United States,SELL01501
ORD0000071,18-07-2021,CUST005372,Aman Singh,P00022,Water Bottle,Sports & Outdoors,Zenith,4,433.70,1734.80,15%,1474.58,176.95,10.58,187.53,1287.05,Debit Card,Delivered,San Jose,California,United States,SELL01168
ORD0000072,16-06-2022,CUST018135,Aman Verma,P00011,Fitness Band,Home & Kitchen,Zenith,3,137.10,411.30,0%,411.30,32.90,12.88,45.78,365.52,Amazon Pay,Shipped,Jacksonville,Florida,United States,SELL01780
ORD0000073,25-09-2023,CUST043454,Priya Reddy,P00027,Winter Jacket,Toys & Games,CoreTech,5,582.66,2913.30,0%,2913.30,233.06,14.07,247.13,2666.17,UPI,Shipped,Dallas,Texas,United States,SELL00749
ORD0000074,01-04-2020,CUST007050,Kabir Kumar,P00039,Graphic Tablet,Home & Kitchen,CoreTech,2,522.56,1045.12,0%,1045.12,83.61,0.43,84.04,961.08,Credit Card,Shipped,Indianapolis,Indiana,United States,SELL00221
ORD0000075,22-10-2023,CUST027444,Arjun Patel,P00010,Smartwatch,Sports & Outdoors,NexPro,2,354.18,708.36,5%,672.94,80.75,2.49,83.24,589.70,Credit Card,Shipped,Houston,Texas,United States,SELL01964
ORD0000076,13-08-2022,CUST042061,Mohit Reddy,P00010,Smartwatch,Clothing,CoreTech,4,437.47,1749.88,0%,1749.88,314.98,8.82,323.80,1426.08,Credit Card,Shipped,Philadelphia,Pennsylvania,Canada,SELL01119
ORD0000077,18-01-2024,CUST016864,Aman Sharma,P00026,Sunglasses,Toys & Games,NexPro,1,392.71,392.71,10%,353.44,42.41,7.82,50.23,303.21,Debit Card,Delivered,San Jose,California,United States,SELL00376
ORD0000078,22-12-2023,CUST028956,Kabir Patel,P00011,Fitness Band,Electronics,ReadMore,1,592.91,592.91,5%,563.26,28.16,6.83,34.99,528.27,Cash on Delivery,Delivered,Dallas,Texas,United States,SELL00112
ORD0000079,23-05-2021,CUST001710,Neha Sharma,P00009,Portable SSD 1TB,Home & Kitchen,CoreTech,2,76.97,153.94,0%,153.94,7.70,4.91,12.61,141.33,Debit Card,Delivered,Chicago,Illinois,Australia,SELL00917
ORD0000080,14-02-2022,CUST023701,Vihaan Patel,P00007,Mechanical Keyboard,Electronics,CoreTech,1,534.31,534.31,10%,480.88,57.71,14.47,72.18,408.70,Amazon Pay,Shipped,San Francisco,California,India,SELL01174
ORD0000081,04-02-2020,CUST005263,Priya Kumar,P00010,Smartwatch,Toys & Games,BrightLux,2,402.77,805.54,5%,765.26,38.26,13.08,51.34,713.92,UPI,Delivered,Austin,Texas,India,SELL00371
ORD0000082,24-07-2020,CUST014979,Vivaan Kumar,P00030,Dress Shirt,Home & Kitchen,ReadMore,3,335.10,1005.30,10%,904.77,72.38,4.24,76.62,828.15,Amazon Pay,Shipped,Chicago,Illinois,United States,SELL00077
ORD0000083,09-01-2023,CUST038225,Ritika Verma,P00016,Air Fryer,Books,UrbanStyle,3,258.13,774.39,5%,735.67,132.42,7.69,140.11,595.56,UPI,Delivered,Austin,Texas,United States,SELL01872
ORD0000084,04-05-2024,CUST028769,Aditya Joshi,P00040,Microphone,Sports & Outdoors,KiddoFun,1,594.67,594.67,15%,505.47,40.44,7.22,47.66,457.81,Debit Card,Delivered,Fort Worth,Texas,United States,SELL00198
ORD0000085,12-11-2023,CUST049605,Aditya Reddy,P00036,Smart Light Bulb,Electronics,HomeEase,4,494.13,1976.52,5%,1877.69,225.32,7.18,232.50,1645.19,Credit Card,Delivered,Austin,Texas,United States,SELL00087
ORD0000086,22-10-2022,CUST015624,Arjun Singh,P00017,Electric Kettle,Sports & Outdoors,KiddoFun,4,15.47,61.88,5%,58.79,10.58,3.91,14.49,44.30,Credit Card,Shipped,Houston,Texas,United States,SELL01618
ORD0000087,18-10-2022,CUST026490,Neha Reddy,P00017,Electric Kettle,Sports & Outdoors,UrbanStyle,4,28.59,114.36,0%,114.36,20.58,13.02,33.60,80.76,Credit Card,Delivered,Los Angeles,California,United States,SELL01735
ORD0000088,14-11-2023,CUST001370,Mohit Gupta,P00023,Cookware Set,Electronics,HomeEase,5,456.58,2282.90,15%,1940.47,155.24,7.48,162.72,1777.75,Amazon Pay,Delivered,Philadelphia,Pennsylvania,Canada,SELL01951
ORD0000089,19-07-2021,CUST043394,Aman Kapoor,P00029,T-Shirt,Books,Zenith,3,324.31,972.93,20%,778.34,62.27,4.63,66.90,711.44,Debit Card,Delivered,Denver,Colorado,United States,SELL00041
ORD0000090,03-02-2023,CUST039077,Karan Kumar,P00015,Instant Pot,Books,ReadMore,5,342.26,1711.30,20%,1369.04,109.52,7.29,116.81,1252.23,Credit Card,Pending,Fort Worth,Texas,United States,SELL00271
ORD0000091,30-11-2024,CUST007564,Sahil Kumar,P00016,Air Fryer,Clothing,NexPro,5,201.16,1005.80,20%,804.64,64.37,9.38,73.75,730.89,UPI,Delivered,Denver,Colorado,United States,SELL00155
ORD0000092,09-02-2024,CUST033299,Priya Mehta,P00045,Phone Tripod,Sports & Outdoors,ReadMore,4,555.99,2223.96,5%,2112.76,253.53,1.26,254.79,1857.97,Net Banking,Cancelled,Dallas,Texas,United States,SELL01704
ORD0000093,03-12-2021,CUST039707,Vikas Joshi,P00022,Water Bottle,Home & Kitchen,UrbanStyle,5,138.56,692.80,20%,554.24,27.71,7.71,35.42,518.82,UPI,Shipped,San Francisco,California,United States,SELL00861
ORD0000094,05-02-2021,CUST043458,Aman Joshi,P00048,Wireless Charger,Clothing,HomeEase,4,409.78,1639.12,0%,1639.12,295.04,14.29,309.33,1329.79,UPI,Shipped,Dallas,Texas,United States,SELL00572
ORD0000095,30-12-2021,CUST001552,Vihaan Kumar,P00045,Phone Tripod,Electronics,KiddoFun,4,42.31,169.24,10%,152.32,12.19,1.28,13.47,138.85,Amazon Pay,Delivered,Chicago,Illinois,United States,SELL01732
ORD0000096,28-04-2024,CUST039426,Sneha Verma,P00043,HDMI Cable 2m,Electronics,NexPro,1,170.88,170.88,20%,136.70,16.40,7.60,24.00,112.70,Credit Card,Delivered,Charlotte,North Carolina,United States,SELL01461
ORD0000097,10-06-2020,CUST049557,Anjali Sharma,P00048,Wireless Charger,Books,NexPro,3,548.17,1644.51,5%,1562.28,0.00,2.63,2.63,1559.65,UPI,Delivered,Fort Worth,Texas,United States,SELL00108
ORD0000098,20-07-2020,CUST033386,Ritika Reddy,P00036,Smart Light Bulb,Electronics,CoreTech,4,260.91,1043.64,0%,1043.64,83.49,2.86,86.35,957.29,UPI,Returned,San Francisco,California,United States,SELL01544
ORD0000099,22-09-2022,CUST018449,Sneha Kapoor,P00028,Jeans,Books,CoreTech,5,384.56,1922.80,15%,1634.38,130.75,12.62,143.37,1491.01,UPI,Delivered,Chicago,Illinois,United States,SELL00992
ORD0000100,26-09-2020,CUST012492,Sneha Sharma,P00023,Cookware Set,Electronics,Apex,1,206.20,206.20,0%,206.20,16.50,9.08,25.58,180.62,Credit Card,Delivered,Phoenix,Arizona,India,SELL00337
ORD0000101,26-03-2022,CUST015367,Aditya Sharma,P00018,Vacuum Cleaner,Sports & Outdoors,ReadMore,4,369.47,1477.88,25%,1108.41,199.51,4.56,204.07,904.34,Credit Card,Delivered,Philadelphia,Pennsylvania,United States,SELL01672
ORD0000102,18-07-2023,CUST009929,Sneha Verma,P00014,Drone Mini,Books,FitLife,1,29.37,29.37,0%,29.37,1.47,5.45,6.92,22.45,Credit Card,Delivered,New York,New York,United States,SELL00848
ORD0000103,31-03-2021,CUST030254,Vivaan Patel,P00045,Phone Tripod,Home & Kitchen,Apex,2,159.82,319.64,5%,303.66,15.18,2.55,17.73,285.93,Debit Card,Delivered,San Diego,California,United States,SELL00127
ORD0000104,25-01-2024,CUST041994,Aditya Reddy,P00031,Kids Toy Car,Toys & Games,CoreTech,4,548.39,2193.56,0%,2193.56,109.68,12.26,121.94,2071.62,UPI,Delivered,Indianapolis,Indiana,United States,SELL00607
ORD0000105,16-10-2024,CUST034561,Sneha Gupta,P00033,Puzzle 1000pc,Electronics,HomeEase,3,99.05,297.15,5%,282.29,33.88,0.71,34.59,247.70,Credit Card,Delivered,Austin,Texas,United States,SELL01742
ORD0000106,29-06-2023,CUST028297,Neha Kumar,P00017,Electric Kettle,Toys & Games,BrightLux,1,113.27,113.27,5%,107.61,5.38,0.22,5.60,102.01,UPI,Delivered,Austin,Texas,United States,SELL00553
ORD0000107,13-10-2022,CUST002237,Sahil Singh,P00036,Smart Light Bulb,Sports & Outdoors,UrbanStyle,3,297.26,891.78,5%,847.19,101.66,5.24,106.90,740.29,Credit Card,Pending,Indianapolis,Indiana,United States,SELL00371
ORD0000108,21-09-2024,CUST007600,Ritika Kapoor,P00034,Desk Organizer,Clothing,HomeEase,1,483.50,483.50,0%,483.50,38.68,4.62,43.30,440.20,Debit Card,Delivered,Los Angeles,California,United States,SELL01189
ORD0000109,22-10-2020,CUST010526,Neha Kumar,P00005,Laptop Sleeve,Sports & Outdoors,HomeEase,3,127.42,382.26,15%,324.92,16.25,1.88,18.13,306.79,Debit Card,Delivered,Dallas,Texas,United States,SELL01545
ORD0000110,14-10-2024,CUST024904,Neha Mehta,P00023,Cookware Set,Sports & Outdoors,HomeEase,5,520.69,2603.45,0%,2603.45,130.17,9.98,140.15,2463.30,Net Banking,Delivered,Phoenix,Arizona,India,SELL00617
ORD0000111,20-12-2021,CUST033463,Rohit Verma,P00029,T-Shirt,Clothing,BrightLux,5,61.48,307.40,0%,307.40,55.33,2.64,57.97,249.43,Amazon Pay,Delivered,San Antonio,Texas,United States,SELL01848
ORD0000112,07-11-2024,CUST015883,Vihaan Mehta,P00022,Water Bottle,Books,KiddoFun,5,314.00,1570.00,0%,1570.00,282.60,8.14,290.74,1279.26,Debit Card,Delivered,San Francisco,California,United States,SELL01322
ORD0000113,03-12-2020,CUST035697,Vikas Mehta,P00024,Yoga Mat,Sports & Outdoors,UrbanStyle,4,189.70,758.80,25%,569.10,28.46,13.20,41.66,527.44,Amazon Pay,Cancelled,Austin,Texas,United States,SELL00915
ORD0000114,28-05-2022,CUST010676,Karan Joshi,P00036,Smart Light Bulb,Clothing,HomeEase,2,103.29,206.58,20%,165.26,0.00,0.55,0.55,164.71,Amazon Pay,Shipped,San Antonio,Texas,United States,SELL01203
ORD0000115,12-12-2022,CUST037855,Vivaan Verma,P00012,Noise Cancelling Headphones,Home & Kitchen,UrbanStyle,3,167.08,501.24,0%,501.24,40.10,7.29,47.39,453.85,Amazon Pay,Delivered,Los Angeles,California,United States,SELL01649
ORD0000116,02-03-2022,CUST013803,Vivaan Mehta,P00021,Backpack,Sports & Outdoors,KiddoFun,4,468.57,1874.28,25%,1405.71,70.29,14.63,84.92,1320.79,Debit Card,Shipped,Los Angeles,California,United States,SELL01188
ORD0000117,04-08-2020,CUST041291,Anjali Verma,P00042,Projector Mini,Clothing,HomeEase,2,25.31,50.62,0%,50.62,0.00,14.69,14.69,35.93,Debit Card,Shipped,Fort Worth,Texas,United States,SELL01963
